Article Title,Reprint Addresses,Funding Orgs,"Times Cited, WoS Core","Times Cited, All Databases",Publication Date,Publication Year,DOI,
Measuring holographic entanglement entropy on a quantum simulator,"Wan, YD; Lu, DW (corresponding author), Southern Univ Sci & Technol, Shenzhen Inst Quantum Sci & Engn, Shenzhen 518055, Peoples R China.; Wan, YD; Lu, DW (corresponding author), Southern Univ Sci & Technol, Dept Phys, Shenzhen 518055, Peoples R China.; Wan, YD; Lu, DW (corresponding author), Peng Cheng Lab, Ctr Quantum Comp, Shenzhen 518055, Peoples R China.; Wan, YD (corresponding author), Fudan Univ, State Key Lab Surface Phys, Shanghai 200433, Peoples R China.; Wan, YD (corresponding author), Fudan Univ, Dept Phys, Shanghai 200433, Peoples R China.; Wan, YD (corresponding author), Fudan Univ, Ctr Field Theory & Particle Phys, Shanghai 200433, Peoples R China.; Wan, YD (corresponding author), Fudan Univ, Inst Nanoelect Devices & Quantum Comp, Shanghai 200433, Peoples R China.; Wan, YD (corresponding author), Nanjing Univ, Collaborat Innovat Ctr Adv Microstruct, Nanjing 210093, Jiangsu, Peoples R China.; Lu, DW (corresponding author), Shenzhen Key Lab Quantum Sci & Engn, Shenzhen 518055, Peoples R China.","CIFARCanadian Institute for Advanced Research (CIFAR); NSERCNatural Sciences and Engineering Research Council of Canada (NSERC); Industry of Canada; National Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [11774197, 2017YFA0303700, 11605005, 11875159, U1801661]; US National Science FoundationNational Science Foundation (NSF) [PHY-1602867]; Start-up Grant at Florida Atlantic University, USA; Shanghai Pujiang ProgramShanghai Pujiang Program [17PJ1400700]; NSFNational Science Foundation (NSF) [11875109]; Science, Technology and Innovation Commission of Shenzhen Municipality [ZDSYS20170303165926217, JCYJ20170412152620376]; Guangdong Innovative and Entrepreneurial Research Team Program [2016ZT06D348]",5,5,APR 23,2019,10.1038/s41534-019-0145-z,
A Monolithic Active Pixel Sensor prototype for the CEPC vertex detector,"Zhang, Y (corresponding author), Inst High Energy Phys, 19B YuquanLu, Beijing 100049, Peoples R China.","National Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [11505207, 11605071]; National Key Research and Development Program of China [2016YFA0400404]; State Key Laboratory of Particle Detection and Electronics, China; CAS Center for Excellence in Particle Physics (CCEPP), China; Beijing Orient Institute of Measurement and Test, Electrostatic Research Foundation of Liu Shanghe Academicians and Experts Workstation, China",4,4,APR 21,2019,10.1016/j.nima.2018.10.006,
Development of MAPS-based detector ladders for the BESIII inner tracker upgrade,"Dong, MY (corresponding author), 19B Yuquan Rd, Beijing 100049, Peoples R China.",National Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [U1232202]; CAS Centre for Excellence in Particle Physics (CCEPP),3,3,APR 21,2019,10.1016/j.nima.2018.06.032,
A prototype SOI pixel sensor for CEPC vertex,"Lu, YP (corresponding author), Chinese Acad Sci, Inst High Energy Phys, State Key Lab Particle Detect & Elect, Beijing 100049, Peoples R China.",National Nature Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [11575220]; CAS Center for Excellence in Particle Physics (CCEPP),0,0,APR 21,2019,10.1016/j.nima.2018.06.059,
Excited states of phi meson,"Pang, CQ (corresponding author), Qinghai Normal Univ, Coll Phys & Elect Informat Engn, Xining 810000, Qinghai, Peoples R China.",Nature Science Foundation Projects of Qinghai Office of Science and Technology [2017-ZJ-748]; Chunhui Plan of China's Ministry of Education [Z2017054],15,18,APR 16,2019,10.1103/PhysRevD.99.074015,
Production of doubly heavy baryons via Higgs boson decays,"Niu, JJ (corresponding author), Chongqing Univ, Dept Phys, Chongqing 401331, Peoples R China.","National Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [11375008, 11647307, 11625520, 11847301]; Conselho Nacional de Desenvolvimento Cientifico e Tecnologico (CNPq)Conselho Nacional de Desenvolvimento Cientifico e Tecnologico (CNPQ); Coordenacao de Aperfeicoamento de Pessoal de Nivel Superior (CAPES)Coordenacao de Aperfeicoamento de Pessoal de Nivel Superior (CAPES)",4,4,APR 15,2019,10.1140/epjc/s10052-019-6842-0,
Search for baryon and lepton number violation in J/psi -> Lambda(+)(c)e(-) + c.c.,"Zhao, MG (corresponding author), Nankai Univ, Tianjin 300071, Peoples R China.; Zheng, B (corresponding author), Univ South China, Hengyang 421001, Peoples R China.","IHEP computing center; National Key Basic Research Program of ChinaNational Basic Research Program of China [2015CB856700]; National Natural Science Foundation of China (NSFC)National Natural Science Foundation of China (NSFC) [11475090, 11875170, 11575077, 11405046, 11335008, 11425524, 11625523, 11635010, 11735014]; Chinese Academy of Sciences (CAS) Large-Scale Scientific Facility ProgramChinese Academy of Sciences; CAS Center for Excellence in Particle Physics (CCEPP); Joint Large-Scale Scientific Facility Funds of the NSFC; CASChinese Academy of Sciences [U1832207, U1532257, U1532258, U1732263]; CAS Key Research Program of Frontier Sciences [QYZDJ-SSW-SLH003, QYZDJ-SSW-SLH040]; 100 Talents Program of CASChinese Academy of Sciences; Natural Science Foundation of Hunan ProvinceNatural Science Foundation of Hunan Province [2019JJ30019]; Shanghai Key Laboratory for Particle Physics and Cosmology; German Research Foundation DFGGerman Research Foundation (DFG); Collaborative Research Center [CRC 1044, FOR 2359]; Istituto Nazionale di Fisica Nucleare, ItalyIstituto Nazionale di Fisica Nucleare (INFN); Koninklijke Nederlandse Akademie van Wetenschappen (KNAW) [530-4CDP03]; Ministry of Development of TurkeyTurkiye Cumhuriyeti Kalkinma Bakanligi [DPT2006K-120470]; National Science and Technology fund; Swedish Research CouncilSwedish Research CouncilEuropean Commission; U.S. Department of EnergyUnited States Department of Energy (DOE) [DE-FG02-05ER41374, DE-SC-0010118, DE-SC-0010504, DE-SC-0012069]; University of Groningen (RuG); Helmholtzzentrum fuer Schwerionenforschung GmbH (GSI), Darmstadt",4,4,APR 12,2019,10.1103/PhysRevD.99.072006,
Three-body charmed baryon decays with SU(3) flavor symmetry,"Geng, CQ (corresponding author), Shanxi Normal Univ, Sch Phys & Informat Engn, Linfen 041004, Peoples R China.; Geng, CQ (corresponding author), Natl Tsing Hua Univ, Dept Phys, Hsinchu 300, Taiwan.; Geng, CQ (corresponding author), Natl Ctr Theoret Sci, Div Phys, Hsinchu 300, Taiwan.","National Center for Theoretical Sciences, Ministry of Science and Technology (MoST) [MoST-104-2112-M-007-003-MY3, MoST-107-2119-M-007-013-MY3]; National Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [11675030]",24,24,APR 12,2019,10.1103/PhysRevD.99.073003,
Precision measurements of the e(+)e(-) -> (KSK +/-)-K-0 pi(-/+) Born cross sections at center-of-mass energies between 3.8 and 4.6 GeV,"Shen, PX (corresponding author), Nankai Univ, Tianjin 300071, Peoples R China.","IHEP computing center; National Key Basic Research Program of ChinaNational Basic Research Program of China [2015CB856700]; National Natural Science Foundation of China (NSFC)National Natural Science Foundation of China (NSFC) [11235011, 11335008, 11425524, 11625523, 11635010]; Chinese Academy of Sciences (CAS) Large-Scale Scientific Facility ProgramChinese Academy of Sciences; CAS Center for Excellence in Particle Physics (CCEPP); Joint Large-Scale Scientific Facility Funds of the NSFC; CASChinese Academy of Sciences [KJCX2-YW-N29, KJCX2-YW-N45]; CAS Key Research Program of Frontier Sciences [QYZDJ-SSW-SLH003, QYZDJ-SSW-SLH040]; 100 Talents Program of CAS; National 1000 Talents Program of China; Shanghai Key Laboratory for Particle Physics and Cosmology; German Research Foundation DFGGerman Research Foundation (DFG); Collaborative Research Center [CRC 1044, FOR2359]; Istituto Nazionale di Fisica Nucleare, ItalyIstituto Nazionale di Fisica Nucleare (INFN); Koninklijke Nederlandse Akademie van Wetenschappen (KNAW) [530-4CDP03]; Ministry of Development of TurkeyTurkiye Cumhuriyeti Kalkinma Bakanligi [DPT2006K-120470]; National Science and Technology fund; Swedish Research CouncilSwedish Research CouncilEuropean Commission; U.S. Department of EnergyUnited States Department of Energy (DOE) [DE-FG02-05ER41374, DE-SC-0010118, DE-SC-0010504, DE-SC-0012069]; University of Groningen (RuG); Helmholtzzentrum fuer Schwerionenforschung GmbH (GSI), Darmstadt; WCU Program of National Research Foundation of Korea",4,4,APR 11,2019,10.1103/PhysRevD.99.072005,
Measurement of the phase between strong and electromagnetic amplitudes of J/Psi decays,"Wang, YD (corresponding author), Helmholtz Inst Mainz, Johann Joach Becher Weg 45, D-55099 Mainz, Germany.","Ministry of Science and Technology of China on the joined China-Italian project [2015DFG02380]; National Key Basic Research Program of ChinaNational Basic Research Program of China [2015CB856700, 2015NSFC11375206]; National Natural Science Foundation of China (NSFC)National Natural Science Foundation of China (NSFC) [11235011, 11335008, 11425524, 11625523, 11635010, 11505034, 11575077]; Chinese Academy of Sciences (CAS) Large-Scale Scientific Facility ProgramChinese Academy of Sciences; CAS Center for Excellence in Particle Physics (CCEPP); Joint Large-Scale Scientific Facility Funds of the NSFC; CASChinese Academy of Sciences [U1332201, U1532257, U1532258, KJCX2-YW-N29, KJCX2-YW-N45]; CAS Key Research Program of Frontier Sciences [QYZDJ-SSW-SLH003, QYZDJ-SSW-SLH040]; 100 Talents Program of CAS; National 1000 Talents Program of China; Shanghai Key Laboratory for Particle Physics and Cosmology; German Research Foundation DFGGerman Research Foundation (DFG); Collaborative Research Center [CRC 1044, FOR 2359]; Istituto Nazionale di Fisica Nucleare, ItalyIstituto Nazionale di Fisica Nucleare (INFN); Koninklijke Nederlandse Akademie van Wetenschappen (KNAW) [530-4CDP03]; Ministry of Development of TurkeyTurkiye Cumhuriyeti Kalkinma Bakanligi [DPT2006K-120470]; National Science and Technology fund; Swedish Research CouncilSwedish Research CouncilEuropean Commission; U.S. Department of EnergyUnited States Department of Energy (DOE) [DE-FG02-05ER41374, DE-SC-0010118, DE-SC-0010504, DE-SC-0012069]; University of Groningen (RuG); Helmholtzzentrum fuer Schwerionenforschung GmbH (GSI), Darmstadt; WCU Program of National Research Foundation of Korea",3,4,APR 10,2019,10.1016/j.physletb.2019.03.001,
Precision Measurement of the Branching Fractions of eta ' Decays,"Ablikim, M (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.","National Key Basic Research Program of ChinaNational Basic Research Program of China [2015CB856700]; National Natural Science Foundation ofChina (NSFC)National Natural Science Foundation of China (NSFC) [11335008, 11425524, 11625523, 11635010, 11675184, 11735014]; Chinese Academy of Sciences (CAS) Large-Scale Scientific Facility ProgramChinese Academy of Sciences; CAS Center for Excellence in Particle Physics (CCEPP); NSFCNational Natural Science Foundation of China (NSFC) [U1532257, U1532258, U1732263]; CASChinese Academy of Sciences [U1532257, U1532258, U1732263]; CAS Key Research Program of Frontier Sciences [QYZDJ-SSW-SLH003, QYZDJ-SSW-SLH040]; 100 Talents Program of CASChinese Academy of Sciences; INPAC; Shanghai Key Laboratory for Particle Physics and Cosmology; Shandong Natural Science Funds for Distinguished Young Scholar [JQ201402]; German Research Foundation DFGGerman Research Foundation (DFG) [Collaborative Research Center CRC 1044, FOR 2359]; Istituto Nazionale di Fisica Nucleare, ItalyIstituto Nazionale di Fisica Nucleare (INFN); Koninklijke Nederlandse Akademie van Wetenschappen (KNAW) [530-4CDP03]; Ministry of Development of TurkeyTurkiye Cumhuriyeti Kalkinma Bakanligi [DPT2006K-120470]; National Science and Technology fund; Swedish Research CouncilSwedish Research CouncilEuropean Commission; U.S. Department of EnergyUnited States Department of Energy (DOE) [DE-FG02-05ER41374, DE-SC-0010118, DE-SC-0010504, DE-SC-0012069]; University of Groningen (RuG), Darmstadt; Helmholtzzentrum fuer Schwerionenforschung GmbH (GSI), Darmstadt",7,7,APR 9,2019,10.1103/PhysRevLett.122.142002,
Search for the decay D-s(+) -> gamma e (+) nu(e),"Ablikim, M (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.","National Key Basic Research Program of ChinaNational Basic Research Program of China [2015CB856700]; National Natural Science Foundation of China (NSFC)National Natural Science Foundation of China (NSFC) [11235011, 11335008, 11425524, 11625523, 11635010, 11875054, 11775027, 11505034, 11575077]; Chinese Academy of Sciences (CAS) Large-Scale Scientific Facility ProgramChinese Academy of Sciences; CAS Center for Excellence in Particle Physics (CCEPP); NSFCNational Natural Science Foundation of China (NSFC) [U1332201, U1532257, U1532258]; CASChinese Academy of Sciences [U1332201, U1532257, U1532258]; CAS Key Research Program of Frontier Sciences [QYZDJ-SSW-SLH003, QYZDJ-SSW-SLH040]; 100 Talents Program of CASChinese Academy of Sciences; National 1000 Talents Program of China; Institute of Nuclear and Particle Physics (INPAC); Shanghai Key Laboratory for Particle Physics and Cosmology; German Research Foundation DFGGerman Research Foundation (DFG) [CRC 1044, FOR 2359]; Istituto Nazionale di Fisica Nucleare, ItalyIstituto Nazionale di Fisica Nucleare (INFN); Koninklijke Nederlandse Akademie van Wetenschappen (KNAW) [530-4CDP03]; Ministry of Development of TurkeyTurkiye Cumhuriyeti Kalkinma Bakanligi [DPT2006K-120470]; National Science and Technology fund; Swedish Research CouncilSwedish Research CouncilEuropean Commission; Knut and Alice Wallenberg Foundation (Sweden)Knut & Alice Wallenberg Foundation; U.S. Department of EnergyUnited States Department of Energy (DOE) [DE-FG02-05ER41374, DE-SC-0010118, DE-SC-0010504, DE-SC-0012069]; University of Groningen (RuG); Helmholtzzentrum fuer Schwerionenforschung GmbH (GSI), Darmstadt; WCU Program of National Research Foundation of Korea [R32-2008-000-10155-0]; Royal Society (United Kingdom)Royal Society of London",3,3,APR 9,2019,10.1103/PhysRevD.99.072002,
"Measurement of the branching fraction of J/psi -> omega eta 'pi(+)pi(-) and search for J/psi -> omega X(1835), X(1835) -> eta 'pi(+)pi(-) decay","Ablikim, M (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.","National Key Basic Research Program of ChinaNational Basic Research Program of China [2015CB856700]; National Natural Science Foundation of China (NSFC)National Natural Science Foundation of China (NSFC) [11335008, 11425524, 11625523, 11635010, 11735014]; Chinese Academy of Sciences (CAS) Large-Scale Scientific Facility ProgramChinese Academy of Sciences; CAS Center for Excellence in Particle Physics (CCEPP); Joint Large-Scale Scientific Facility Fund of the NSFC [U1532257, U1532258, U1732263]; Joint Large-Scale Scientific Facility Fund of the CAS [U1532257, U1532258, U1732263]; CAS Key Research Program of Frontier Sciences [QYZDJ-SSW-SLH003, QYZDJ-SSW-SLH040]; 100 Talents Program of CASChinese Academy of Sciences; INPAC; Shanghai Key Laboratory for Particle Physics and Cosmology; German Research Foundation DFGGerman Research Foundation (DFG) [CRC 1044, FOR 2359]; Instituto Nazionale di Fisica Nucleare, Italy; Koninklijke Nederlandse Akademie van Wetenschappen (KNAW) [530-4CDP03]; Ministry of Development of TurkeyTurkiye Cumhuriyeti Kalkinma Bakanligi [DPT2006K-120470]; National Science and Technology fund; Swedish Research CouncilSwedish Research CouncilEuropean Commission; U.S. Department of EnergyUnited States Department of Energy (DOE) [DE-FG02-05ER41374, DE-SC-0010118, DE-SC-0010504, DE-SC-0012069]; University of Groningen (RuG); Helmholtzzentrum fuer Schwerionenforschung GmbH (GSI), Darmstadt",3,3,APR 5,2019,10.1103/PhysRevD.99.071101,
